siteID,labno,dateOn,dateOff,yrmonth,ph,Conduc,flagCa,Ca,flagMg,Mg,flagK,K,flagNa,Na,flagNH4,NH4,flagNO3,NO3,flagCl,Cl,flagSO4,SO4,flagBr,Br,svol,ppt,subppt,valcode,invalcode,modifiedOn
CO10,TS0687SW,"2018-02-06 23:09","2018-02-13 18:34",201802,5.660,2.400," ",.096," ",.009," ",.006," ",.031," ",.073," ",.277," ",.030," ",.079,0,-9,934.600,27.178,27.178,"w ","            ",
CO10,TS0694SW,"2018-02-13 18:34","2018-02-20 20:28",201802,6.230,3.600," ",.397," ",.031," ",.020," ",.042," ",.113," ",.241," ",.055," ",.113,0,-9,394.500,25.654,25.654,"w ","            ",
CO10,TS0697SW,"2018-02-20 20:28","2018-02-27 18:04",201802,5.500,3.000," ",.096," ",.010," ",.007," ",.031," ",.095," ",.410," ",.054," ",.056,0,-9,289.900,11.430,11.430,"w ","            ",
CO10,TS0731SW,"2018-02-27 18:04","2018-03-06 18:30",201803,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,10.800,3.302,3.302,"  ","v           ",
CO10,TS0859SW,"2018-03-06 18:30","2018-03-13 16:25",201803,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,.000,.000,"d ","            ",
CO10,TS1031SW,"2018-03-13 16:25","2018-03-20 17:30",201803,5.600,4.600," ",.239," ",.018," ",.017," ",.013," ",.236," ",.480," ",.025," ",.232,0,-9,364.600,13.970,13.970,"w ","            ",
CO10,TS1279SW,"2018-03-20 17:30","2018-03-27 16:45",201803,5.200,3.800," ",.047," ",.005," ",.014," ",.003," ",.085," ",.260," ",.026," ",.095,0,-9,1374.800,-9.990,20.250,"w ","            ",
CO10,TS1659SW,"2018-03-27 16:45","2018-04-03 17:10",201803,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,91.400,-9.990,1.346,"  ","c           ",
CO10,TS1805SW,"2018-04-03 17:10","2018-04-10 17:05",201804,5.410,3.700," ",.090," ",.010," ",.013," ",.021," ",.124," ",.224," ",.034," ",.146,0,-9,3103.200,-9.990,45.709,"w ","            ",
CO10,TS2192SW,"2018-04-10 17:05","2018-04-17 14:34",201804,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,-9.000,-9.990,-9.990,"  ","p           ",
CO10,TS2302SW,"2018-04-17 14:34","2018-04-24 15:53",201804,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,1205.800,-9.990,17.761,"  ","c           ",
CO10,TS2679SW,"2018-04-24 15:53","2018-05-01 16:35",201804,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,168.800,-9.990,2.486,"  ","c           ",
CO10,TS2987SW,"2018-05-01 16:35","2018-05-08 15:56",201805,5.570,4.600," ",.241," ",.030," ",.010," ",.068," ",.164," ",.556," ",.138," ",.231,0,-9,211.800,-9.990,3.119,"w ","            ",
CO10,TS3203SW,"2018-05-08 15:56","2018-05-15 16:20",201805,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,-9.990,.000,"d ","            ",
CO10,TS3391SW,"2018-05-15 16:20","2018-05-22 14:28",201805,6.020,7.700," ",.461," ",.057," ",.019," ",.052," ",.477," ",.956," ",.094," ",.461,0,-9,112.500,-9.990,1.657,"w ","            ",
CO10,TS3695SW,"2018-05-22 14:28","2018-05-29 14:10",201805,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,-9.990,.000,"d ","            ",
CO10,TT0087SW,"2018-05-29 14:10","2018-06-05 15:45",201806,5.740,5.400," ",.265," ",.041," ",.098," ",.016," ",.362," ",.746," ",.077," ",.216,0,-9,187.600,-9.990,2.763,"w ","            ",
CO10,TT0447SW,"2018-06-05 15:45","2018-06-12 18:50",201806,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,-9.990,.000,"d ","            ",
CO10,TT0542SW,"2018-06-12 18:50","2018-06-19 15:40",201806,4.810,7.500," ",.035," ",.004," ",.018," ",.013," ",.183," ",.222," ",.032," ",.166,0,-9,1736.100,-9.990,25.572,"w ","            ",
CO10,TT0953SW,"2018-06-19 15:40","2018-06-26 18:54",201806,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,-9.990,.000,"d ","            ",
CO10,TT1076SW,"2018-06-26 18:54","2018-07-03 15:15",201806,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,.000,.000,"d ","            ",
CO10,TT1488SW,"2018-07-03 15:15","2018-07-10 15:45",201807,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,392.000,6.096,6.096,"  ","c           ",
CO10,TT1542SW,"2018-07-10 15:45","2018-07-17 15:38",201807,5.730,8.200," ",.389," ",.038," ",.048," ",.015," ",.676," ",1.314," ",.072," ",.459,0,-9,883.200,12.954,12.954,"w ","            ",
CO10,TT1815SW,"2018-07-17 15:38","2018-07-24 14:30",201807,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,90.000,1.270,1.270,"  ","c           ",
CO10,TT2182SW,"2018-07-24 14:30","2018-07-31 15:27",201807,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,441.300,5.334,5.334,"  ","c           ",2020-04-12
CO10,TT2275SW,"2018-07-31 15:27","2018-08-07 15:30",201808,6.200,7.800," ",.397," ",.037," ",.040," ",.034," ",.643," ",1.059," ",.072," ",.393,0,-9,381.900,6.096,6.096,"w ","            ",2020-04-12
CO10,TT2982SW,"2018-08-07 15:30","2018-08-14 15:25",201808,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,.000,.000,"d ","            ",
CO10,TT2888SW,"2018-08-14 15:25","2018-08-21 15:45",201808,5.950,7.500," ",.252," ",.028," ",.031," ",.023," ",.733," ",.938," ",.061," ",.364,0,-9,857.200,12.192,12.192,"w ","            ",2020-04-12
CO10,TT3068SW,"2018-08-21 15:45","2018-08-28 15:43",201808,5.600,4.700," ",.154," ",.019," ",.019," ",.034," ",.297," ",.862," ",.055," ",.252,0,-9,1322.100,23.622,23.622,"w ","            ",2020-04-12
CO10,TT4221SW,"2018-08-28 15:43","2018-09-04 15:53",201809,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,-9.000,1.270,1.270,"  ","v           ",
CO10,TT3691SW,"2018-09-04 15:53","2018-09-11 15:30",201809,5.470,5.000," ",.096," ",.010," ",.010," ",.012," ",.469," ",.943," ",.042," ",.311,0,-9,526.900,13.716,13.716,"w ","            ",2020-04-12
CO10,TT4216SW,"2018-09-11 15:30","2018-09-18 15:50",201809,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,.000,.000,"d ","            ",
CO10,TT4111SW,"2018-09-18 15:50","2018-09-25 19:35",201809,5.140,5.500," ",.133," ",.019," ",.010," ",.036," ",.219," ",.542," ",.055," ",.210,0,-9,1049.200,15.494,15.494,"w ","            ",2020-04-12
CO10,TT4327SW,"2018-09-25 19:35","2018-10-02 14:35",201809,5.010,3.600," ",.027," ",.003," ",.005," ",.009," ",.057," ",.105," ",.023," ",.068,0,-9,682.000,9.906,9.906,"w ","            ",2020-04-12
CO10,TT4611SW,"2018-10-02 14:35","2018-10-09 14:37",201810,5.260,3.800," ",.045," ",.005," ",.010," ",.013," ",.094," ",.283," ",.027," ",.110,0,-9,2238.000,37.338,37.338,"w ","            ",2020-04-12
CO10,TT4993SW,"2018-10-09 14:37","2018-10-16 15:27",201810,5.250,2.600," ",.032," ",.003," ",.007," ",.011," ",.077," ",.242," ",.018," ",.071,0,-9,1042.500,41.656,41.656,"w ","            ",2020-04-12
CO10,TT5057SW,"2018-10-16 15:27","2018-10-23 15:37",201810,5.020,5.400," ",.074," ",.009," ",.008," ",.005," ",.126," ",.228," ",.022," ",.198,0,-9,220.900,3.048,3.048,"w ","            ",2020-04-12
CO10,TT5502SW,"2018-10-23 15:37","2018-10-30 14:05",201810,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",.113," ",-9.000," ",-9.000," ",-9.000,0,-9,82.700,2.540,2.540,wi,"            ",2020-04-12
CO10,TT5743SW,"2018-10-30 14:05","2018-11-06 18:05",201811,5.460,3.200," ",.061," ",.004," ",.018," ",.025," ",.070," ",.395," ",.050," ",.081,0,-9,152.300,21.844,21.844,"w ","            ",2020-04-12
CO10,TT5952SW,"2018-11-06 18:05","2018-11-13 15:58",201811,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,.000,.000,"d ","            ",
CO10,TT6346SW,"2018-11-13 15:58","2018-11-20 16:35",201811,5.320,2.900," ",.060," ",.006," ",.008," ",.008," ",.041," ",.363," ",.031," ",.037,0,-9,227.200,5.334,5.334,"w ","            ",2020-04-12
CO10,TT6345SW,"2018-11-20 16:35","2018-11-27 17:49",201811,5.240,3.200," ",.047," ",.004," ",.007," ",.007," ",.059," ",.307," ",.018," ",.081,0,-9,1337.600,40.894,40.894,"w ","            ",2020-04-12
CO10,TT6735SW,"2018-11-27 17:49","2018-12-04 21:45",201812,5.040,4.500," ",.053," ",.005,<,.005," ",.006," ",.047," ",.593," ",.024," ",.095,0,-9,996.000,29.718,29.718,"w ","            ",2020-04-12
CO10,TT6790SW,"2018-12-04 21:45","2018-12-11 21:59",201812,4.490,12.000," ",.036," ",.004,<,.005," ",.019," ",.062," ",1.233," ",.088," ",.132,0,-9,282.800,9.652,9.652,"w ","            ",2019-12-19
CO10,TT7130SW,"2018-12-11 21:59","2018-12-18 17:48",201812,4.190,26.900," ",.165," ",.013," ",.023," ",.040," ",.173," ",2.505," ",.153," ",.350,0,-9,45.200,2.286,2.286,"w ","            ",2019-12-19
CO10,TT7330SW,"2018-12-18 17:48","2018-12-25 19:05",201812,5.300,2.300,<,.023,<,.006,<,.005,<,.010," ",.022," ",.116,<,.018," ",.050,0,-9,585.500,21.082,21.082,"w ","            ",2019-12-19
CO10,TT7480SW,"2018-12-25 19:05","2019-01-02 00:19",201812,5.240,2.900," ",.039,<,.006,<,.005," ",.010," ",.027," ",.226,<,.018," ",.040,0,-9,512.000,11.430,11.430,"w ","            ",2019-12-19
CO10,TT7690SW,"2019-01-02 00:19","2019-01-08 20:54",201901,5.000,3.700," ",.041,<,.006," ",.010,<,.010," ",.076," ",.092," ",.062," ",.044,0,-9,770.000,34.544,34.544,"w ","            ",2020-04-12
CO10,TT7924SW,"2019-01-08 20:54","2019-01-15 19:43",201901,4.720,8.300," ",.023,<,.006,<,.005,<,.010," ",.031," ",.562," ",.033," ",.033,0,-9,159.200,-9.990,2.344,"w ","            ",2020-04-12
CO10,TT8043SW,"2019-01-15 19:43","2019-01-22 22:44",201901,5.430,1.900,<,.023,<,.006,<,.005,<,.010,<,.020," ",.077,<,.018," ",.034,0,-9,2005.900,58.420,58.420,"w ","            ",2020-04-12
CO10,TT8312SW,"2019-01-22 22:44","2019-01-29 18:15",201901,4.720,6.500," ",.030,<,.006,<,.005,<,.010," ",.105," ",.285," ",.036," ",.070,0,-9,69.600,6.096,6.096,"w ","            ",2020-04-12
CO10,TT8590SW,"2019-01-29 18:15","2019-02-05 19:50",201902,5.260,2.400," ",.065,<,.006,<,.005," ",.010," ",.043," ",.156," ",.023," ",.082,0,-9,800.100,24.384,24.384,"w ","            ",2020-04-12
CO10,TT8812SW,"2019-02-05 19:50","2019-02-12 18:25",201902,5.150,4.000," ",.088," ",.006," ",.009," ",.013," ",.049," ",.182," ",.023," ",.045,0,-9,258.100,12.446,12.446,"w ","            ",2020-04-12
CO10,TT9039SW,"2019-02-12 18:25","2019-02-19 21:50",201902,5.390,2.100,<,.023,<,.006,<,.005,<,.010,<,.020," ",.121,<,.018," ",.028,0,-9,2248.900,-9.990,33.125,"w ","            ",2020-04-12
CO10,TT9306SW,"2019-02-19 21:50","2019-02-26 18:01",201902,4.980,4.900," ",.042,<,.006,<,.005,<,.010," ",.037," ",.191," ",.021," ",.039,0,-9,212.200,-9.990,3.125,"w ","            ",2020-04-12
CO10,TT9647SW,"2019-02-26 18:01","2019-03-05 22:32",201903,5.380,3.300," ",.058,<,.006," ",.006," ",.015," ",.094," ",.293," ",.021," ",.133,0,-9,1614.900,-9.990,23.786,"w ","            ",2020-04-12
CO10,TT9849SW,"2019-03-05 22:32","2019-03-12 18:15",201903,5.620,3.200," ",.201," ",.018," ",.009,<,.010," ",.080," ",.283," ",.033," ",.259,0,-9,1026.900,-9.990,15.125,"w ","            ",2020-04-12
CO10,TU0091SW,"2019-03-12 18:15","2019-03-19 16:07",201903,4.750,7.600," ",.032,<,.006,<,.005,<,.010," ",.049," ",.134,<,.018," ",.074,0,-9,438.300,-9.990,6.456,"w ","            ",2020-04-12
CO10,TU0380SW,"2019-03-19 16:07","2019-03-26 16:18",201903,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,-9.990,.000,"d ","            ",2020-04-07
CO10,TU0661SW,"2019-03-26 16:18","2019-04-02 20:50",201903,4.370,16.600," ",.111," ",.012,<,.005," ",.015," ",.150," ",.438," ",.038," ",.116,0,-9,148.800,-9.990,2.191,"w ","            ",2020-04-12
CO10,TU0812SW,"2019-04-02 20:50","2019-04-09 15:12",201904,4.410,16.900," ",.253," ",.024," ",.010," ",.035," ",.153," ",.734," ",.065," ",.143,0,-9,375.800,-9.990,5.535,"w ","            ",2020-04-12
CO10,TU1051SW,"2019-04-09 15:12","2019-04-16 16:40",201904,4.330,24.400," ",.658," ",.053," ",.026," ",.061," ",.260," ",.660," ",.098," ",.281,0,-9,167.900,-9.990,2.473,"w ","            ",2020-04-12
CO10,TU1348SW,"2019-04-16 16:40","2019-04-23 17:40",201904,4.390,18.200," ",.410," ",.034,<,.005," ",.042," ",.195," ",.959," ",.114," ",.235,0,-9,95.600,-9.990,1.408,"w ","            ",2020-04-12
CO10,TU1641SW,"2019-04-23 17:40","2019-04-30 20:00",201904,6.270,5.000," ",.215," ",.024," ",.024," ",.048," ",.394," ",.623," ",.058," ",.317,0,-9,4860.800,-9.990,71.598,"w ","            ",
CO10,TU1805SW,"2019-04-30 20:00","2019-05-07 18:10",201905,4.480,12.900," ",.106," ",.010," ",.034," ",.018," ",.103," ",.151," ",.026," ",.110,0,-9,762.300,-9.990,11.228,"w ","            ",
CO10,TU1977SW,"2019-05-07 18:10","2019-05-14 15:08",201905,4.450,14.100," ",.068," ",.008," ",.012," ",.014," ",.070," ",.296," ",.027," ",.065,0,-9,703.200,-9.990,10.358,"w ","            ",
CO10,TU2309SW,"2019-05-14 15:08","2019-05-21 18:15",201905,5.280,5.800," ",.190," ",.025," ",.024," ",.051," ",.206," ",.674," ",.091," ",.290,0,-9,1510.200,24.384,24.384,"w ","            ",2020-07-05
CO10,TU2560SW,"2019-05-21 18:15","2019-05-28 16:00",201905,4.500,16.300," ",.265," ",.032," ",.022," ",.099," ",.140," ",.738," ",.241," ",.217,0,-9,86.200,-9.990,1.270,"w ","            ",
CO10,TU2764SW,"2019-05-28 16:00","2019-06-04 16:55",201906,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,61.300,-9.990,.903,"  ","ci          ",
CO10,TU3162SW,"2019-06-04 16:55","2019-06-11 15:20",201906,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,.508,.508,"  ","v           ",2020-07-05
CO10,TU3413SW,"2019-06-11 15:20","2019-06-18 15:49",201906,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,-9.000,3.810,3.810,"  ","v           ",2020-07-05
CO10,TU3670SW,"2019-06-18 15:49","2019-06-25 15:00",201906,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,-9.000,20.828,20.828,"  ","v           ",2020-07-05
CO10,TU3876SW,"2019-06-25 15:00","2019-07-02 15:20",201906,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,-9.000,1.778,1.778,"  ","v           ",2020-07-05
CO10,TU4191SW,"2019-07-02 15:20","2019-07-09 15:05",201907,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,-9.000,1.270,1.270,"  ","v           ",2020-07-05
CO10,TU4411SW,"2019-07-09 15:05","2019-07-16 15:21",201907,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,-9.900,-9.990,-9.990,"  ","p           ",
CO10,TU4687SW,"2019-07-16 15:21","2019-07-23 15:30",201907,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,-9.900,-9.990,-9.990,"  ","p           ",
CO10,TU4820SW,"2019-07-23 15:30","2019-07-30 15:15",201907,5.730,5.800," ",.274," ",.038," ",.064," ",.030," ",.354," ",.961," ",.092," ",.262,0,-9,621.900,9.906,9.906,"w ","            ",2020-07-05
CO10,TU5100SW,"2019-07-30 15:15","2019-08-06 15:49",201908,5.190,4.800," ",.083," ",.010," ",.007," ",.016," ",.165," ",.451," ",.037," ",.180,0,-9,2133.800,32.766,32.766,"w ","            ",2020-07-05
CO10,TU5283SW,"2019-08-06 15:49","2019-08-13 15:48",201908,4.830,8.700," ",.170," ",.022," ",.014," ",.047," ",.216," ",.795," ",.082," ",.376,0,-9,806.300,12.446,12.446,"w ","            ",2020-07-05
CO10,TU5652SW,"2019-08-13 15:48","2019-08-20 16:15",201908,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,.000,.000,"d ","            ",
CO10,TU6173SW,"2019-08-20 16:15","2019-08-27 16:01",201908,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.700,.000,.000,"d ","            ",
CO10,TU6261SW,"2019-08-27 16:01","2019-09-03 15:43",201908,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.600,.000,.000,"d ","            ",
CO10,TU6325SW,"2019-09-03 15:43","2019-09-10 15:11",201909,4.820,14.900," ",.625," ",.056," ",.030," ",.052," ",.581," ",1.752," ",.119," ",.915,0,-9,340.000,4.826,4.826,"w ","            ",2020-07-05
CO10,TU6806SW,"2019-09-10 15:11","2019-09-17 14:19",201909,5.320,7.900," ",.290," ",.043," ",.016," ",.121," ",.361," ",1.276," ",.200," ",.722,0,-9,180.100,2.794,2.794,"w ","            ",2020-07-05
CO10,TU6904SW,"2019-09-17 14:19","2019-09-24 14:58",201909,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,213.700,4.826,4.826,"  ","c           ",2020-07-05
CO10,TU7114SW,"2019-09-24 14:58","2019-10-01 14:55",201909,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,3.300,.254,.254,"  ","v           ",2020-07-05
CO10,TU7672SW,"2019-10-01 14:55","2019-10-08 15:05",201910,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,.000,.000,"d ","            ",
CO10,TU7797SW,"2019-10-08 15:05","2019-10-15 14:52",201910,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,1.016,1.016,"  ","v           ",2020-07-05
CO10,TU8169SW,"2019-10-15 14:52","2019-10-22 19:06",201910,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,833.200,19.304,19.304,"  ","c           ",2020-07-05
CO10,TU8248SW,"2019-10-22 19:06","2019-10-29 19:17",201910,5.710,4.200," ",.472," ",.036," ",.027," ",.009," ",.040," ",.197," ",.037," ",.080,0,-9,651.000,15.748,15.748,"w ","            ",
CO10,TU8400SW,"2019-10-29 19:17","2019-11-05 16:24",201911,4.560,12.800," ",.185," ",.015," ",.032," ",.013," ",.210," ",.295," ",.030," ",.102,0,-9,57.900,5.334,5.334,"w ","            ",
CO10,TU8817SW,"2019-11-05 16:24","2019-11-12 18:30",201911,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,1.900,.000,.000,"d ","            ",
CO10,TU9098SW,"2019-11-12 18:30","2019-11-19 18:26",201911,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,1.100,.000,.000,"d ","            ",
CO10,TU9246SW,"2019-11-19 18:26","2019-11-26 20:00",201911,4.900,4.900," ",.045,<,.006,<,.005,<,.010," ",.034," ",.418," ",.029," ",.061,0,-9,677.000,17.272,17.272,"w ","            ",
CO10,TU9463SW,"2019-11-26 20:00","2019-12-03 20:05",201911,5.100,4.200," ",.049,<,.006," ",.019," ",.025," ",.030," ",.063," ",.022," ",.033,0,-9,387.600,20.828,20.828,"w ","            ",
CO10,TU9794SW,"2019-12-03 20:05","2019-12-10 21:20",201912,5.130,3.000,<,.023,<,.006,<,.005,<,.010," ",.023," ",.183,<,.018," ",.052,0,-9,1353.000,34.544,34.544,"w ","            ",
CO10,TV0114SW,"2019-12-10 21:20","2019-12-17 22:50",201912,5.200,2.800,<,.023,<,.006,<,.005,<,.010," ",.049," ",.145,<,.018," ",.075,0,-9,863.900,41.910,41.910,"w ","            ",
CO10,TV0301SW,"2019-12-17 22:50","2019-12-24 20:40",201912,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,.000,.000,"d ","            ",
CO10,TV0413SW,"2019-12-24 20:40","2020-01-01 00:10",201912,5.260,2.400,<,.023,<,.006,<,.005,<,.010," ",.028," ",.105,<,.018," ",.040,0,-9,901.500,23.368,23.368,"w ","            ",
CO10,TV0689SW,"2020-01-01 00:10","2020-01-07 21:30",202001,4.920,4.500,<,.023,<,.006,<,.005,<,.010," ",.018," ",.086,<,.018," ",.025,0,-9,291.200,12.192,12.192,"w ","            ",
CO10,TV1062SW,"2020-01-07 21:30","2020-01-14 21:30",202001,5.120,3.500," ",.029,<,.006," ",.009," ",.028," ",.034," ",.280," ",.031," ",.087,0,-9,761.800,19.812,19.812,"w ","            ",
CO10,TV1278SW,"2020-01-14 21:30","2020-01-21 20:40",202001,4.750,7.500," ",.047,<,.006,<,.005," ",.013," ",.050," ",.476," ",.032," ",.082,0,-9,146.800,12.192,12.192,"w ","            ",
CO10,TV1552SW,"2020-01-21 20:40","2020-01-28 21:05",202001,4.590,10.100," ",.061,<,.006,<,.005," ",.012," ",.084," ",.224," ",.019," ",.073,0,-9,73.700,7.620,7.620,"w ","            ",
CO10,TV1820SW,"2020-01-28 21:05","2020-02-04 19:35",202002,5.500,3.700," ",.158," ",.011," ",.013," ",.020," ",.126," ",.169," ",.041," ",.077,0,-9,26.400,1.778,1.778,wd,"            ",
CO10,TV2068SW,"2020-02-04 19:35","2020-02-11 22:55",202002,4.920,8.200," ",.120," ",.011," ",.011," ",.041," ",.185," ",.587," ",.048," ",.099,0,-9,140.500,13.716,13.716,"w ","            ",
CO10,TV2598SW,"2020-02-11 22:55","2020-02-18 23:30",202002,5.070,5.600," ",.076," ",.008,<,.005," ",.018," ",.164," ",.389," ",.026," ",.138,0,-9,251.100,16.256,16.256,"w ","            ",
CO10,TV2602SW,"2020-02-18 23:30","2020-02-25 22:38",202002,5.420,3.300," ",.076,<,.006,<,.005," ",.035," ",.112," ",.187," ",.025," ",.149,0,-9,548.500,14.224,14.224,"w ","            ",
CO10,TV2823SW,"2020-02-25 22:38","2020-03-03 23:15",202002,5.260,4.100," ",.090," ",.008," ",.005," ",.014," ",.102," ",.447," ",.032," ",.085,0,-9,992.900,13.462,13.462,"w ","            ",
CO10,TV3122SW,"2020-03-03 23:15","2020-03-10 16:35",202003,5.150,7.000," ",.159," ",.021," ",.012," ",.094," ",.238," ",.867," ",.138," ",.295,0,-9,367.900,8.128,8.128,"w ","            ",
CO10,TV4033SW,"2020-03-10 16:35","2020-03-18 18:15",202003,4.850,6.700," ",.050,<,.006,<,.005,<,.010," ",.064," ",.271," ",.023," ",.056,0,-9,320.700,10.414,10.414,"w ","            ",
CO10,TV4029SW,"2020-03-18 18:15","2020-03-24 21:30",202003,5.460,2.600," ",.039,<,.006,<,.005," ",.015," ",.072," ",.239," ",.031," ",.071,0,-9,1013.500,34.798,34.798,"w ","            ",
CO10,TV4027SW,"2020-03-24 21:30","2020-03-31 20:13",202003,5.240,4.900," ",.104," ",.010," ",.019," ",.034," ",.141," ",.301," ",.042," ",.134,0,-9,388.600,9.906,9.906,"w ","            ",
CO10,TV4032SW,"2020-03-31 20:13","2020-04-07 21:00",202004,4.210,31.700," ",.209," ",.021," ",.027," ",.045," ",.445," ",.766," ",.071," ",.412,0,-9,152.000,4.064,4.064,"w ","            ",
CO10,TV4343SW,"2020-04-07 21:00","2020-04-14 17:25",202004,6.000,3.000," ",.185," ",.024," ",.020," ",.014," ",.158," ",.234," ",.027," ",.108,0,-9,390.700,10.922,10.922,"w ","            ",
CO10,TV4359SW,"2020-04-14 17:25","2020-04-21 16:45",202004,4.780,9.100," ",.153," ",.015," ",.013," ",.022," ",.173," ",.218," ",.026," ",.152,0,-9,728.000,23.368,23.368,"w ","            ",
CO10,TV4991SW,"2020-04-21 16:45","2020-04-28 19:35",202004,5.950,5.600," ",.588," ",.089," ",.085," ",.052," ",.060," ",.613," ",.087," ",.311,0,-9,276.400,5.842,5.842,"w ","            ",
